plasmid,start,end,direction,gene_name,type,product
DH5a_AziR_reorientated_DnaA,3615485,3616445,<=,Acetyl-coenzyme A carboxyl transferase alpha ch,CDS,Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)
DH5a_AziR_reorientated_DnaA,3616457,3619940,<=,DNA polymerase III alpha subunit,CDS,DNA polymerase III alpha subunit (EC 2.7.7.7)
DH5a_AziR_reorientated_DnaA,3619976,3620573,<=,Ribonuclease HII,CDS,Ribonuclease HII (EC 3.1.26.4)
DH5a_AziR_reorientated_DnaA,3620569,3621718,<=,Lipid-A-disaccharide synthase,CDS,Lipid-A-disaccharide synthase (EC 2.4.1.182)
DH5a_AziR_reorientated_DnaA,3621717,3622506,<=,Acyl-[acyl-carrier-protein]--UDP-N- acetylgluco,CDS,Acyl-[acyl-carrier-protein]--UDP-N- acetylglucosamine O-acyltransferase (EC 2.3.1.129)
DH5a_AziR_reorientated_DnaA,3622509,3622965,<=,3-hydroxyacyl-[acyl-carrier-protein] dehydratas,CDS,"3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)"
DH5a_AziR_reorientated_DnaA,3623069,3624095,<=,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyl,CDS,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191)
DH5a_AziR_reorientated_DnaA,3624098,3624584,<=,Periplasmic chaperone of outer membrane protein,CDS,Periplasmic chaperone of outer membrane proteins Skp @ Outer membrane protein H precursor
DH5a_AziR_reorientated_DnaA,3624705,3627138,<=,Outer membrane protein assembly factor YaeT,CDS,Outer membrane protein assembly factor YaeT
DH5a_AziR_reorientated_DnaA,3627167,3628520,<=,"Intramembrane protease RasP/YluC, implicated in",CDS,"Intramembrane protease RasP/YluC, implicated in cell division based on FtsL cleavage"
DH5a_AziR_reorientated_DnaA,3628531,3629281,<=,Phosphatidate cytidylyltransferase,CDS,Phosphatidate cytidylyltransferase (EC 2.7.7.41)
DH5a_AziR_reorientated_DnaA,3629249,3629402,<=,Phosphatidate cytidylyltransferase,CDS,Phosphatidate cytidylyltransferase (EC 2.7.7.41)
DH5a_AziR_reorientated_DnaA,3629401,3630160,<=,Undecaprenyl diphosphate synthase,CDS,Undecaprenyl diphosphate synthase (EC 2.5.1.31)
DH5a_AziR_reorientated_DnaA,3630348,3631545,<=,1-deoxy-D-xylulose 5-phosphate reductoisomerase,CDS,1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)
DH5a_AziR_reorientated_DnaA,3631636,3632194,<=,Ribosome recycling factor,CDS,Ribosome recycling factor
DH5a_AziR_reorientated_DnaA,3632485,3633211,<=,Uridylate kinase,CDS,Uridylate kinase (EC 2.7.4.22)
DH5a_AziR_reorientated_DnaA,3633357,3634209,<=,Translation elongation factor Ts,CDS,Translation elongation factor Ts
DH5a_AziR_reorientated_DnaA,3634263,3634515,=>,FIG00637992: hypothetical protein,CDS,FIG00637992: hypothetical protein
DH5a_AziR_reorientated_DnaA,3634466,3635192,<=,SSU ribosomal protein S2p,CDS,SSU ribosomal protein S2p (SAe)
DH5a_AziR_reorientated_DnaA,3635559,3636354,=>,Methionine aminopeptidase,CDS,Methionine aminopeptidase (EC 3.4.11.18)
DH5a_AziR_reorientated_DnaA,3636415,3639088,=>,[Protein-PII] uridylyltransferase,CDS,[Protein-PII] uridylyltransferase (EC 2.7.7.59) / [Protein-PII]-UMP uridylyl-removing enzyme
DH5a_AziR_reorientated_DnaA,3639118,3639943,=>,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-",CDS,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)"
DH5a_AziR_reorientated_DnaA,3640065,3640809,=>,Phosphodiesterase YaeI,CDS,Phosphodiesterase YaeI
DH5a_AziR_reorientated_DnaA,3640970,3641357,=>,UPF0325 protein YaeH,CDS,UPF0325 protein YaeH
DH5a_AziR_reorientated_DnaA,3641445,3642603,<=,Sugar diacid utilization regulator SdaR,CDS,Sugar diacid utilization regulator SdaR
DH5a_AziR_reorientated_DnaA,3642757,3644182,<=,HtrA protease/chaperone protein,CDS,HtrA protease/chaperone protein
DH5a_AziR_reorientated_DnaA,3644311,3645829,<=,Deoxyguanosinetriphosphate triphosphohydrolase,CDS,"Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1), subgroup 1"
DH5a_AziR_reorientated_DnaA,3645912,3646611,=>,5'-methylthioadenosine nucleosidase,CDS,5'-methylthioadenosine nucleosidase (EC 3.2.2.16) @ S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)
DH5a_AziR_reorientated_DnaA,3646603,3647404,=>,"Vitamin B12 ABC transporter, substrate-binding",CDS,"Vitamin B12 ABC transporter, substrate-binding protein BtuF"
DH5a_AziR_reorientated_DnaA,3647441,3648065,=>,UPF0126 inner membrane protein YadS,CDS,UPF0126 inner membrane protein YadS
DH5a_AziR_reorientated_DnaA,3648111,3648456,<=,Iron-sulfur cluster insertion protein ErpA,CDS,Iron-sulfur cluster insertion protein ErpA
DH5a_AziR_reorientated_DnaA,3648537,3649959,<=,Voltage-gated H,CDS,Voltage-gated H(+)/2Cl(-) exchange transporter ClcA
DH5a_AziR_reorientated_DnaA,3650183,3651464,=>,"Glutamate-1-semialdehyde 2,1-aminomutase",CDS,"Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)"
DH5a_AziR_reorientated_DnaA,3651621,3653604,<=,Ferric hydroxamate ABC transporter,CDS,"Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), permease component FhuB"
DH5a_AziR_reorientated_DnaA,3653600,3654491,<=,Ferric hydroxamate ABC transporter,CDS,"Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), periplasmic substrate binding protein FhuD"
DH5a_AziR_reorientated_DnaA,3654490,3655288,<=,Ferric hydroxamate ABC transporter,CDS,"Ferric hydroxamate ABC transporter (TC 3.A.1.14.3), ATP-binding protein FhuC"
DH5a_AziR_reorientated_DnaA,3655338,3657582,<=,Ferric hydroxamate outer membrane receptor FhuA,CDS,Ferric hydroxamate outer membrane receptor FhuA
DH5a_AziR_reorientated_DnaA,3657602,3657737,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3657801,3660336,<=,Multimodular transpeptidase-transglycosylase,CDS,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)
DH5a_AziR_reorientated_DnaA,3660531,3663006,<=,ATP-dependent helicase HrpB,CDS,ATP-dependent helicase HrpB
DH5a_AziR_reorientated_DnaA,3663034,3663565,=>,2'-5' RNA ligase,CDS,2'-5' RNA ligase
DH5a_AziR_reorientated_DnaA,3663579,3664284,=>,Sugar fermentation stimulation protein SfsA,CDS,Sugar fermentation stimulation protein SfsA
DH5a_AziR_reorientated_DnaA,3664461,3664917,=>,RNA polymerase-binding transcription factor DksA,CDS,RNA polymerase-binding transcription factor DksA
DH5a_AziR_reorientated_DnaA,3664953,3665880,=>,Glutamyl-Q tRNA,CDS,Glutamyl-Q tRNA(Asp) synthetase
DH5a_AziR_reorientated_DnaA,3665972,3667337,=>,Poly,CDS,Poly(A) polymerase (EC 2.7.7.19)
DH5a_AziR_reorientated_DnaA,3667333,3667813,=>,2-amino-4-hydroxy-6- hydroxymethyldihydropterid,CDS,2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3)
DH5a_AziR_reorientated_DnaA,3668182,3668767,=>,Uncharacterized fimbrial-like protein YadN,CDS,Uncharacterized fimbrial-like protein YadN
DH5a_AziR_reorientated_DnaA,3668864,3669605,=>,Fimbria adhesin EcpD,CDS,Fimbria adhesin EcpD
DH5a_AziR_reorientated_DnaA,3669639,3672237,=>,Outer membrane usher protein HtrE,CDS,Outer membrane usher protein HtrE
DH5a_AziR_reorientated_DnaA,3672253,3672823,=>,Uncharacterized fimbrial-like protein YadM,CDS,Uncharacterized fimbrial-like protein YadM
DH5a_AziR_reorientated_DnaA,3672834,3673440,=>,Uncharacterized fimbrial-like protein YadL,CDS,Uncharacterized fimbrial-like protein YadL
DH5a_AziR_reorientated_DnaA,3673466,3674063,=>,Uncharacterized fimbrial-like protein YadK,CDS,Uncharacterized fimbrial-like protein YadK
DH5a_AziR_reorientated_DnaA,3674112,3675351,=>,Uncharacterized fimbrial-like protein YadC,CDS,Uncharacterized fimbrial-like protein YadC
DH5a_AziR_reorientated_DnaA,3675464,3676259,=>,3-methyl-2-oxobutanoate hydroxymethyltransferase,CDS,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)
DH5a_AziR_reorientated_DnaA,3676270,3677122,=>,Pantoate--beta-alanine ligase,CDS,Pantoate--beta-alanine ligase (EC 6.3.2.1)
DH5a_AziR_reorientated_DnaA,3677195,3678098,<=,Uncharacterized protein YadD,CDS,Uncharacterized protein YadD
DH5a_AziR_reorientated_DnaA,3678209,3678404,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3678371,3678752,=>,Aspartate 1-decarboxylase,CDS,Aspartate 1-decarboxylase (EC 4.1.1.11)
DH5a_AziR_reorientated_DnaA,3678755,3679985,<=,Uncharacterized protein YadE,CDS,Uncharacterized protein YadE
DH5a_AziR_reorientated_DnaA,3680048,3680489,<=,Putative PTS system IIA component YadI,CDS,Putative PTS system IIA component YadI
DH5a_AziR_reorientated_DnaA,3680593,3681364,<=,"Uncharacterized efflux ABC transporter, permeas",CDS,"Uncharacterized efflux ABC transporter, permease protein YadH"
DH5a_AziR_reorientated_DnaA,3681360,3682287,<=,"Uncharacterized efflux ABC transporter, ATP-bin",CDS,"Uncharacterized efflux ABC transporter, ATP-binding protein YadG"
DH5a_AziR_reorientated_DnaA,3682395,3683058,=>,"Carbonic anhydrase, beta class",CDS,"Carbonic anhydrase, beta class (EC 4.2.1.1)"
DH5a_AziR_reorientated_DnaA,3683098,3683635,<=,Hypoxanthine-guanine phosphoribosyltransferase,CDS,Hypoxanthine-guanine phosphoribosyltransferase (EC 2.4.2.8)
DH5a_AziR_reorientated_DnaA,3683840,3686231,=>,"Glucose dehydrogenase, PQQ-dependent",CDS,"Glucose dehydrogenase, PQQ-dependent (EC 1.1.5.2)"
DH5a_AziR_reorientated_DnaA,3686432,3687983,<=,Blue copper oxidase CueO precursor,CDS,Blue copper oxidase CueO precursor
DH5a_AziR_reorientated_DnaA,3688148,3688496,=>,"Predicted chaperone lipoprotein YacC, potential",CDS,"Predicted chaperone lipoprotein YacC, potentially involved in protein secretion"
DH5a_AziR_reorientated_DnaA,3688601,3689468,=>,Spermidine synthase,CDS,Spermidine synthase (EC 2.5.1.16)
DH5a_AziR_reorientated_DnaA,3689483,3690278,=>,S-adenosylmethionine decarboxylase proenzyme,CDS,"S-adenosylmethionine decarboxylase proenzyme (EC 4.1.1.50), prokaryotic class 1A"
DH5a_AziR_reorientated_DnaA,3690315,3690678,<=,UPF0231 protein YacL,CDS,UPF0231 protein YacL
DH5a_AziR_reorientated_DnaA,3690853,3693451,<=,Aconitate hydratase 2,CDS,Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99)
DH5a_AziR_reorientated_DnaA,3693805,3695659,=>,Uncharacterized protein YacH,CDS,Uncharacterized protein YacH
DH5a_AziR_reorientated_DnaA,3695729,3697187,<=,Dihydrolipoamide dehydrogenase of pyruvate dehy,CDS,Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4)
DH5a_AziR_reorientated_DnaA,3697478,3699371,<=,Dihydrolipoamide acetyltransferase component of,CDS,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)
DH5a_AziR_reorientated_DnaA,3699385,3702049,<=,Pyruvate dehydrogenase E1 component,CDS,Pyruvate dehydrogenase E1 component (EC 1.2.4.1)
DH5a_AziR_reorientated_DnaA,3702209,3702974,<=,Transcriptional repressor for pyruvate dehydrog,CDS,Transcriptional repressor for pyruvate dehydrogenase complex
DH5a_AziR_reorientated_DnaA,3703517,3704888,=>,Aromatic amino acid transport protein AroP,CDS,Aromatic amino acid transport protein AroP
DH5a_AziR_reorientated_DnaA,3704930,3705785,<=,AmpE protein,CDS,AmpE protein
DH5a_AziR_reorientated_DnaA,3705781,3706333,<=,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase",CDS,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase"
DH5a_AziR_reorientated_DnaA,3706420,3707314,=>,Quinolinate phosphoribosyltransferase [decarbox,CDS,Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)
DH5a_AziR_reorientated_DnaA,3707516,3707957,=>,Type IV pilin PilA,CDS,Type IV pilin PilA
DH5a_AziR_reorientated_DnaA,3707966,3709352,=>,"Type IV fimbrial assembly, ATPase PilB",CDS,"Type IV fimbrial assembly, ATPase PilB"
DH5a_AziR_reorientated_DnaA,3709341,3710544,=>,Type IV fimbrial assembly protein PilC,CDS,Type IV fimbrial assembly protein PilC
DH5a_AziR_reorientated_DnaA,3710578,3711325,<=,GMP reductase,CDS,GMP reductase (EC 1.7.1.7)
DH5a_AziR_reorientated_DnaA,3711370,3711622,<=,GMP reductase,CDS,GMP reductase (EC 1.7.1.7)
DH5a_AziR_reorientated_DnaA,3711846,3712467,=>,Dephospho-CoA kinase,CDS,Dephospho-CoA kinase (EC 2.7.1.24)
DH5a_AziR_reorientated_DnaA,3712466,3713210,=>,Cell division protein ZapD,CDS,Cell division protein ZapD
DH5a_AziR_reorientated_DnaA,3713219,3713417,=>,DNA gyrase inhibitor YacG,CDS,DNA gyrase inhibitor YacG
DH5a_AziR_reorientated_DnaA,3713632,3714022,<=,Mutator MutT protein,CDS,"Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)"
DH5a_AziR_reorientated_DnaA,3714081,3716787,<=,Protein translocase subunit SecA,CDS,Protein translocase subunit SecA
DH5a_AziR_reorientated_DnaA,3716848,3717436,<=,Secretion monitor SecM,CDS,Secretion monitor SecM
DH5a_AziR_reorientated_DnaA,3717591,3718509,<=,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamin,CDS,UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.108)
DH5a_AziR_reorientated_DnaA,3718609,3719761,<=,Cell division protein FtsZ,CDS,Cell division protein FtsZ
DH5a_AziR_reorientated_DnaA,3719821,3721084,<=,Cell division protein FtsA,CDS,Cell division protein FtsA
DH5a_AziR_reorientated_DnaA,3721080,3721911,<=,Cell division protein FtsQ,CDS,Cell division protein FtsQ
DH5a_AziR_reorientated_DnaA,3721912,3722833,<=,D-alanine--D-alanine ligase,CDS,D-alanine--D-alanine ligase (EC 6.3.2.4)
DH5a_AziR_reorientated_DnaA,3722825,3724301,<=,UDP-N-acetylmuramate--L-alanine ligase,CDS,UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)
DH5a_AziR_reorientated_DnaA,3724354,3725422,<=,UDP-N-acetylglucosamine--N-acetylmuramyl-,CDS,UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227)
DH5a_AziR_reorientated_DnaA,3725418,3726663,<=,Peptidoglycan glycosyltransferase FtsW,CDS,Peptidoglycan glycosyltransferase FtsW (EC 2.4.1.129)
DH5a_AziR_reorientated_DnaA,3726662,3727979,<=,UDP-N-acetylmuramoyl-L-alanine--D-glutamate lig,CDS,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase (EC 6.3.2.9)
DH5a_AziR_reorientated_DnaA,3727981,3729064,<=,Phospho-N-acetylmuramoyl-pentapeptide- transfer,CDS,Phospho-N-acetylmuramoyl-pentapeptide- transferase (EC 2.7.8.13)
DH5a_AziR_reorientated_DnaA,3729057,3730416,<=,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- al,CDS,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase (EC 6.3.2.10)
DH5a_AziR_reorientated_DnaA,3730412,3731900,<=,"UDP-N-acetylmuramoyl-dipeptide--2,6- diaminopim",CDS,"UDP-N-acetylmuramoyl-dipeptide--2,6- diaminopimelate ligase (EC 6.3.2.13)"
DH5a_AziR_reorientated_DnaA,3731886,3733653,<=,Cell division protein FtsI [Peptidoglycan synth,CDS,Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)
DH5a_AziR_reorientated_DnaA,3733668,3734034,<=,Cell division protein FtsL,CDS,Cell division protein FtsL
DH5a_AziR_reorientated_DnaA,3734030,3734972,<=,16S rRNA,CDS,16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)
DH5a_AziR_reorientated_DnaA,3734973,3735432,<=,Transcriptional regulator MraZ,CDS,Transcriptional regulator MraZ
DH5a_AziR_reorientated_DnaA,3735755,3735872,=>,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3736033,3737038,<=,"Fructose repressor FruR, LacI family",CDS,"Fructose repressor FruR, LacI family"
DH5a_AziR_reorientated_DnaA,3737217,3737739,<=,Acetolactate synthase small subunit,CDS,Acetolactate synthase small subunit (EC 2.2.1.6)
DH5a_AziR_reorientated_DnaA,3737711,3739436,<=,Acetolactate synthase large subunit,CDS,Acetolactate synthase large subunit (EC 2.2.1.6)
DH5a_AziR_reorientated_DnaA,3739495,3739621,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3739753,3740698,<=,LysR family transcriptional activator LeuO,CDS,LysR family transcriptional activator LeuO
DH5a_AziR_reorientated_DnaA,3740774,3740897,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3741536,3743108,=>,2-isopropylmalate synthase,CDS,2-isopropylmalate synthase (EC 2.3.3.13)
DH5a_AziR_reorientated_DnaA,3743107,3744199,=>,3-isopropylmalate dehydrogenase,CDS,3-isopropylmalate dehydrogenase (EC 1.1.1.85)
DH5a_AziR_reorientated_DnaA,3744201,3745602,=>,3-isopropylmalate dehydratase large subunit,CDS,3-isopropylmalate dehydratase large subunit (EC 4.2.1.33)
DH5a_AziR_reorientated_DnaA,3745612,3746218,=>,3-isopropylmalate dehydratase small subunit,CDS,3-isopropylmalate dehydratase small subunit (EC 4.2.1.33)
DH5a_AziR_reorientated_DnaA,3746266,3747445,<=,Sugar efflux transporter A,CDS,Sugar efflux transporter A
DH5a_AziR_reorientated_DnaA,3747546,3747678,<=,Sugar-phosphate stress protein SgrT,CDS,Sugar-phosphate stress protein SgrT (embedded in SgrS)
DH5a_AziR_reorientated_DnaA,3747766,3748819,=>,"SgrR, sugar-phosphate stress, transcriptional a",CDS,"SgrR, sugar-phosphate stress, transcriptional activator of SgrS small RNA"
DH5a_AziR_reorientated_DnaA,3748840,3749422,=>,"SgrR, sugar-phosphate stress, transcriptional a",CDS,"SgrR, sugar-phosphate stress, transcriptional activator of SgrS small RNA"
DH5a_AziR_reorientated_DnaA,3749585,3750569,=>,"Thiamin ABC transporter, substrate-binding comp",CDS,"Thiamin ABC transporter, substrate-binding component"
DH5a_AziR_reorientated_DnaA,3750544,3752155,=>,"Thiamin ABC transporter, transmembrane component",CDS,"Thiamin ABC transporter, transmembrane component"
DH5a_AziR_reorientated_DnaA,3752138,3752837,=>,"Thiamin ABC transporter, ATPase component",CDS,"Thiamin ABC transporter, ATPase component"
DH5a_AziR_reorientated_DnaA,3752950,3753715,<=,DedA family inner membrane protein YabI,CDS,DedA family inner membrane protein YabI
DH5a_AziR_reorientated_DnaA,3753800,3754730,<=,Arabinose operon regulatory protein AraC,CDS,Arabinose operon regulatory protein AraC
DH5a_AziR_reorientated_DnaA,3755017,3756718,=>,Ribulokinase,CDS,Ribulokinase (EC 2.7.1.16)
DH5a_AziR_reorientated_DnaA,3756728,3758231,=>,L-arabinose isomerase,CDS,L-arabinose isomerase (EC 5.3.1.4)
DH5a_AziR_reorientated_DnaA,3758515,3759211,=>,L-ribulose-5-phosphate 4-epimerase,CDS,L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)
DH5a_AziR_reorientated_DnaA,3759285,3761637,=>,DNA polymerase II,CDS,DNA polymerase II (EC 2.7.7.7)
DH5a_AziR_reorientated_DnaA,3761801,3764708,=>,RNA polymerase associated protein RapA,CDS,RNA polymerase associated protein RapA
DH5a_AziR_reorientated_DnaA,3764719,3765379,=>,LSU rRNA pseudouridine,CDS,LSU rRNA pseudouridine(746) synthase (EC 5.4.99.29) @ tRNA pseudouridine(32) synthase (EC 5.4.99.28)
DH5a_AziR_reorientated_DnaA,3765786,3765945,<=,FIG00642092: hypothetical protein,CDS,FIG00642092: hypothetical protein
DH5a_AziR_reorientated_DnaA,3765941,3766592,<=,Uncharacterized protein YabP,CDS,Uncharacterized protein YabP
DH5a_AziR_reorientated_DnaA,3766886,3767702,<=,DnaJ-like protein DjlA,CDS,DnaJ-like protein DjlA
DH5a_AziR_reorientated_DnaA,3767956,3770311,=>,LPS-assembly protein LptD @ Organic solvent tol,CDS,LPS-assembly protein LptD @ Organic solvent tolerance protein precursor
DH5a_AziR_reorientated_DnaA,3770363,3771650,=>,Periplasmic chaperone and peptidyl-prolyl cis-t,CDS,Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)
DH5a_AziR_reorientated_DnaA,3771649,3772639,=>,4-hydroxythreonine-4-phosphate dehydrogenase,CDS,4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)
DH5a_AziR_reorientated_DnaA,3772635,3773457,=>,SSU rRNA,CDS,SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase (EC 2.1.1.182)
DH5a_AziR_reorientated_DnaA,3773459,3773837,=>,ApaG protein,CDS,ApaG protein
DH5a_AziR_reorientated_DnaA,3773843,3774686,=>,Bis,CDS,"Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)"
DH5a_AziR_reorientated_DnaA,3774763,3775354,<=,Dihydrofolate reductase,CDS,Dihydrofolate reductase (EC 1.5.1.3)
DH5a_AziR_reorientated_DnaA,3775434,3777297,<=,Glutathione-regulated potassium-efflux system p,CDS,Glutathione-regulated potassium-efflux system protein KefC
DH5a_AziR_reorientated_DnaA,3777289,3777820,<=,Glutathione-regulated potassium-efflux system a,CDS,Glutathione-regulated potassium-efflux system ancillary protein KefF
DH5a_AziR_reorientated_DnaA,3777927,3779259,<=,Putative metabolite transport protein YaaU,CDS,Putative metabolite transport protein YaaU
DH5a_AziR_reorientated_DnaA,3779315,3779603,<=,Ferredoxin-like protein ecFixX,CDS,Ferredoxin-like protein ecFixX
DH5a_AziR_reorientated_DnaA,3779599,3780886,<=,Electron transfer flavoprotein-quinone oxidored,CDS,Electron transfer flavoprotein-quinone oxidoreductase ecFixC
DH5a_AziR_reorientated_DnaA,3780936,3781878,<=,"Electron transfer flavoprotein, alpha subunit e",CDS,"Electron transfer flavoprotein, alpha subunit ecFixB"
DH5a_AziR_reorientated_DnaA,3781892,3782663,<=,"Electron transfer flavoprotein, beta subunit ec",CDS,"Electron transfer flavoprotein, beta subunit ecFixA"
DH5a_AziR_reorientated_DnaA,3783134,3784649,=>,L-carnitine/gamma-butyrobetaine antiporter,CDS,L-carnitine/gamma-butyrobetaine antiporter
DH5a_AziR_reorientated_DnaA,3784679,3785822,=>,Crotonobetainyl-CoA dehydrogenase,CDS,Crotonobetainyl-CoA dehydrogenase (EC 1.3.99.-)
DH5a_AziR_reorientated_DnaA,3785950,3787168,=>,Crotonobetainyl-CoA:carnitine CoA-transferase,CDS,Crotonobetainyl-CoA:carnitine CoA-transferase (EC 2.8.3.21)
DH5a_AziR_reorientated_DnaA,3787241,3788795,=>,Crotonobetaine--CoA ligase @ Carnitine--CoA ligase,CDS,Crotonobetaine--CoA ligase @ Carnitine--CoA ligase
DH5a_AziR_reorientated_DnaA,3788795,3789689,=>,Carnitinyl-CoA dehydratase,CDS,Carnitinyl-CoA dehydratase (EC 4.2.1.149)
DH5a_AziR_reorientated_DnaA,3789694,3790285,=>,Carnitine operon protein CaiE,CDS,Carnitine operon protein CaiE
DH5a_AziR_reorientated_DnaA,3790370,3790766,<=,Transcriptional activatory protein CaiF,CDS,Transcriptional activatory protein CaiF
DH5a_AziR_reorientated_DnaA,3790800,3790980,=>,Uncharacterized,CDS,Uncharacterized (possibly bogus) protein YaaV
DH5a_AziR_reorientated_DnaA,3791027,3794249,<=,Carbamoyl-phosphate synthase large chain,CDS,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)
DH5a_AziR_reorientated_DnaA,3794266,3795415,<=,Carbamoyl-phosphate synthase small chain,CDS,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)
DH5a_AziR_reorientated_DnaA,3795454,3795592,<=,hypothetical protein,CDS,hypothetical protein
DH5a_AziR_reorientated_DnaA,3795870,3796692,<=,4-hydroxy-tetrahydrodipicolinate reductase,CDS,4-hydroxy-tetrahydrodipicolinate reductase (EC 1.17.1.8)
DH5a_AziR_reorientated_DnaA,3796858,3797773,<=,Non-specific ribonucleoside hydrolase RihC,CDS,Non-specific ribonucleoside hydrolase RihC
DH5a_AziR_reorientated_DnaA,3797838,3798789,<=,4-hydroxy-3-methylbut-2-enyl diphosphate reduct,CDS,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)
DH5a_AziR_reorientated_DnaA,3798790,3799240,<=,FKBP-type peptidyl-prolyl cis-trans isomerase S,CDS,FKBP-type peptidyl-prolyl cis-trans isomerase SlpA (EC 5.2.1.8)
DH5a_AziR_reorientated_DnaA,3799364,3799859,<=,Lipoprotein signal peptidase,CDS,Lipoprotein signal peptidase (EC 3.4.23.36)
DH5a_AziR_reorientated_DnaA,3799858,3802675,<=,Isoleucyl-tRNA synthetase,CDS,Isoleucyl-tRNA synthetase (EC 6.1.1.5)
DH5a_AziR_reorientated_DnaA,3802717,3803659,<=,FMN adenylyltransferase,CDS,FMN adenylyltransferase (EC 2.7.7.2) / Riboflavin kinase (EC 2.7.1.26)
DH5a_AziR_reorientated_DnaA,3803987,3804251,=>,SSU ribosomal protein S20p,CDS,SSU ribosomal protein S20p
DH5a_AziR_reorientated_DnaA,3804557,3804833,=>,IS1 protein InsA,CDS,IS1 protein InsA
DH5a_AziR_reorientated_DnaA,3804877,3805255,=>,IS1 protein InsB,CDS,IS1 protein InsB
DH5a_AziR_reorientated_DnaA,3805445,3806345,<=,Transcriptional activator NhaR,CDS,Transcriptional activator NhaR
DH5a_AziR_reorientated_DnaA,3806410,3807577,<=,Na+/H+ antiporter NhaA type,CDS,Na+/H+ antiporter NhaA type
DH5a_AziR_reorientated_DnaA,3808162,3808315,=>,RelF inactive antibacterial toxin protein,CDS,RelF inactive antibacterial toxin protein
DH5a_AziR_reorientated_DnaA,3808345,3808486,<=,Mobile element protein,CDS,Mobile element protein
DH5a_AziR_reorientated_DnaA,3808508,3809621,<=,Transposase InsL for insertion sequence element,CDS,Transposase InsL for insertion sequence element IS186
DH5a_AziR_reorientated_DnaA,3809767,3810898,<=,Chaperone protein DnaJ,CDS,Chaperone protein DnaJ
DH5a_AziR_reorientated_DnaA,3810986,3812903,<=,Chaperone protein DnaK,CDS,Chaperone protein DnaK
DH5a_AziR_reorientated_DnaA,3813279,3813684,=>,UPF0412 protein YaaI,CDS,UPF0412 protein YaaI
